Time,X1,X2
0.0001895,-7.18514,2.40469
0.00018951,-7.49795,2.40469
0.00018952,-7.57615,2.39687
0.00018953,-7.65435,2.41251
0.00018954,-7.81075,2.40469
0.00018955,-7.81075,2.40469
0.00018956,-7.96716,2.41251
0.00018957,-8.04536,2.42033
0.00018958,-7.96716,2.39687
0.00018959,-7.88895,2.40469
0.0001896,-7.88895,2.39687
0.00018961,-7.88895,2.39687
0.00018962,-7.73255,2.38905
0.00018963,-7.65435,2.38905
0.00018964,-7.57615,2.39687
0.00018965,-7.34154,2.39687
0.00018966,-7.18514,2.40469
0.00018967,-7.10694,2.40469
0.00018968,-6.87234,2.41251
0.00018969,-6.63773,2.42033
0.0001897,-6.24673,2.40469
0.00018971,-5.93392,2.40469
0.00018972,-5.62111,2.42033
0.00018973,-5.30831,2.40469
0.00018974,-5.0737,2.40469
0.00018975,-4.5263,2.41251
0.00018976,-4.21349,2.40469
0.00018977,-3.66608,2.41251
0.00018978,-3.19687,2.40469
0.00018979,-2.80587,2.42033
0.0001898,-2.33666,2.40469
0.00018981,-1.94565,2.42033
0.00018982,-1.39824,2.42033
0.00018983,-0.929032,2.42033
0.00018984,-0.303421,2.42033
0.00018985,0.243988,2.42033
0.00018986,0.869599,2.42033
0.00018987,1.41701,2.42033
0.00018988,2.12082,2.42815
0.00018989,2.66823,2.42033
0.0001899,3.29384,2.42815
0.00018991,3.99765,2.42815
0.00018992,4.54506,2.42815
0.00018993,5.17067,2.42815
0.00018994,5.87449,2.42815
0.00018995,6.4219,2.43597
0.00018996,7.20391,2.43597
0.00018997,7.82952,2.42815
0.00018998,8.53333,2.42815
0.00018999,9.15894,2.43597
0.00019,9.86276,2.43597
0.00019001,10.5666,2.43597
0.00019002,11.1922,2.44379
0.00019003,11.896,2.44379
0.00019004,12.5998,2.45161
0.00019005,13.3818,2.44379
0.00019006,14.0074,2.45161
0.00019007,14.7112,2.45161
0.00019008,15.3369,2.45943
0.00019009,15.9625,2.45161
0.0001901,16.8227,2.45943
0.00019011,17.4483,2.45943
0.00019012,17.9175,2.45943
0.00019013,18.5431,2.45943
0.00019014,19.3251,2.45943
0.00019015,19.8725,2.46725
0.00019016,20.4199,2.46725
0.00019017,21.0456,2.48289
0.00019018,21.6712,2.48289
0.00019019,22.2186,2.48289
0.0001902,22.766,2.48289
0.00019021,23.3134,2.48289
0.00019022,23.939,2.48289
0.00019023,24.4082,2.49071
0.00019024,24.8774,2.49853
0.00019025,25.3466,2.49071
0.00019026,25.8158,2.49853
0.00019027,26.285,2.49853
0.00019028,26.7543,2.49071
0.00019029,27.1453,2.49853
0.0001903,27.2235,2.50635
0.00019031,27.4581,2.51417
0.00019032,27.5363,2.51417
0.00019033,27.5363,2.52199
0.00019034,27.3799,2.52981
0.00019035,27.1453,2.52981
0.00019036,26.9889,2.52199
0.00019037,26.5978,2.52199
0.00019038,26.1286,2.52981
0.00019039,25.8158,2.52981
0.0001904,25.3466,2.53763
0.00019041,25.112,2.54545
0.00019042,24.9556,2.52981
0.00019043,24.721,2.53763
0.00019044,24.6428,2.54545
0.00019045,24.721,2.54545
0.00019046,24.6428,2.55327
0.00019047,24.721,2.56109
0.00019048,24.7992,2.56109
0.00019049,24.9556,2.57674
0.0001905,24.9556,2.57674
0.00019051,24.8774,2.57674
0.00019052,24.8774,2.58456
0.00019053,24.8774,2.58456
0.00019054,24.9556,2.58456
0.00019055,24.8774,2.58456
0.00019056,24.721,2.59238
0.00019057,24.6428,2.59238
0.00019058,24.6428,2.6002
0.00019059,24.4082,2.60802
0.0001906,24.33,2.61584
0.00019061,24.2518,2.60802
0.00019062,24.0954,2.62366
0.00019063,23.7826,2.62366
0.00019064,23.548,2.63148
0.00019065,23.3916,2.63148
0.00019066,23.157,2.6393
0.00019067,22.9224,2.6393
0.00019068,22.766,2.64712
0.00019069,22.4532,2.64712
0.0001907,22.2186,2.65494
0.00019071,21.9058,2.65494
0.00019072,21.593,2.65494
0.00019073,21.3584,2.66276
0.00019074,20.9674,2.66276
0.00019075,20.5763,2.66276
0.00019076,20.1853,2.67058
0.00019077,19.8725,2.67058
0.00019078,19.5597,2.67058
0.00019079,19.1687,2.6784
0.0001908,18.8559,2.6784
0.00019081,18.3867,2.68622
0.00019082,18.0739,2.69404
0.00019083,17.6829,2.69404
0.00019084,17.2919,2.70186
0.00019085,16.8227,2.69404
0.00019086,16.5099,2.70186
0.00019087,16.0407,2.70968
0.00019088,15.5715,2.70186
0.00019089,15.1022,2.7175
0.0001909,14.7112,2.72532
0.00019091,14.242,2.7175
0.00019092,13.851,2.72532
0.00019093,13.46,2.72532
0.00019094,12.9908,2.73314
0.00019095,12.5998,2.74096
0.00019096,12.2088,2.74096
0.00019097,11.7396,2.74096
0.00019098,11.3486,2.74878
0.00019099,10.9576,2.74878
0.000191,10.5666,2.74878
0.00019101,10.1756,2.74878
0.00019102,9.78456,2.76442
0.00019103,9.39355,2.76442
0.00019104,8.92434,2.76442
0.00019105,8.45513,2.77224
0.00019106,8.22053,2.78006
0.00019107,7.67312,2.78788
0.00019108,7.43851,2.78788
0.00019109,7.04751,2.78788
0.0001911,6.6565,2.7957
0.00019111,6.3437,2.78788
0.00019112,5.95269,2.7957
0.00019113,5.63988,2.80352
0.00019114,5.32708,2.7957
0.00019115,5.09247,2.81134
0.00019116,4.85787,2.80352
0.00019117,4.54506,2.81134
0.00019118,4.31046,2.81916
0.00019119,3.99765,2.82698
0.0001912,3.68485,2.81916
0.00019121,3.45024,2.81916
0.00019122,3.13744,2.81916
0.00019123,3.05924,2.81916
0.00019124,2.82463,2.8348
0.00019125,2.66823,2.84262
0.00019126,2.51183,2.84262
0.00019127,2.43363,2.85044
0.00019128,2.27722,2.84262
0.00019129,2.19902,2.84262
0.0001913,1.96442,2.85826
0.00019131,1.88622,2.85826
0.00019132,1.88622,2.85826
0.00019133,1.80802,2.86608
0.00019134,1.72981,2.8739
0.00019135,1.65161,2.8739
0.00019136,1.72981,2.8739
0.00019137,1.72981,2.88172
0.00019138,1.72981,2.88172
0.00019139,1.72981,2.88954
0.0001914,1.80802,2.88954
0.00019141,1.88622,2.88954
0.00019142,1.88622,2.90518
0.00019143,1.96442,2.89736
0.00019144,2.12082,2.88954
0.00019145,2.19902,2.89736
0.00019146,2.27722,2.89736
0.00019147,2.43363,2.88954
0.00019148,2.51183,2.89736
0.00019149,2.74643,2.90518
0.0001915,2.82463,2.92082
0.00019151,2.98104,2.92082
0.00019152,3.13744,2.92082
0.00019153,3.45024,2.92864
0.00019154,3.68485,2.92864
0.00019155,3.91945,2.93646
0.00019156,4.15406,2.94428
0.00019157,4.38866,2.9521
0.00019158,4.70147,2.9521
0.00019159,4.93607,2.9521
0.0001916,5.17067,2.9521
0.00019161,5.48348,2.95992
0.00019162,5.87449,2.96774
0.00019163,6.10909,2.98338
0.00019164,6.3437,2.97556
0.00019165,6.8129,2.9912
0.00019166,7.04751,2.98338
0.00019167,7.36031,2.99902
0.00019168,7.59492,2.99902
0.00019169,7.98592,3.00684
0.0001917,8.29873,3.01466
0.00019171,8.68974,2.99902
0.00019172,9.00254,2.9912
0.00019173,9.39355,2.9912
0.00019174,9.62815,2.98338
0.00019175,9.94096,2.98338
0.00019176,10.332,2.97556
0.00019177,10.5666,2.97556
0.00019178,10.9576,2.99902
0.00019179,11.2704,2.99902
0.0001918,11.7396,2.99902
0.00019181,11.9742,3.01466
0.00019182,12.287,3.02248
0.00019183,12.678,3.0303
0.00019184,12.9908,3.02248
0.00019185,13.3036,3.03812
0.00019186,13.5382,3.0303
0.00019187,14.0074,3.03812
0.00019188,14.242,3.0303
0.00019189,14.5548,3.0303
0.0001919,14.7894,3.0303
0.00019191,15.1022,3.0303
0.00019192,15.3369,3.0303
0.00019193,15.6497,3.03812
0.00019194,15.8843,3.04594
0.00019195,16.1971,3.05376
0.00019196,16.5099,3.05376
0.00019197,16.7445,3.0694
0.00019198,16.9791,3.0694
0.00019199,17.2137,3.07722
0.000192,17.2919,3.07722
0.00019201,17.5265,3.07722
0.00019202,17.7611,3.08504
0.00019203,17.8393,3.09286
0.00019204,17.9957,3.09286
0.00019205,18.3085,3.09286
0.00019206,18.3085,3.1085
0.00019207,18.4649,3.11632
0.00019208,18.6213,3.11632
0.00019209,18.7777,3.1085
0.0001921,18.7777,3.1085
0.00019211,18.8559,3.1085
0.00019212,18.8559,3.10068
0.00019213,19.0123,3.10068
0.00019214,18.9341,3.10068
0.00019215,19.0123,3.1085
0.00019216,19.0123,3.11632
0.00019217,19.0123,3.11632
0.00019218,19.0123,3.11632
0.00019219,18.9341,3.11632
0.0001922,18.9341,3.12414
0.00019221,18.8559,3.12414
0.00019222,18.7777,3.12414
0.00019223,18.7777,3.13196
0.00019224,18.4649,3.13978
0.00019225,18.4649,3.13978
0.00019226,18.2303,3.12414
0.00019227,18.1521,3.13196
0.00019228,17.9957,3.12414
0.00019229,17.9175,3.13196
0.0001923,17.6047,3.13978
0.00019231,17.4483,3.13196
0.00019232,17.2137,3.13978
0.00019233,17.0573,3.14761
0.00019234,16.7445,3.13978
0.00019235,16.5099,3.13978
0.00019236,16.3535,3.13196
0.00019237,16.0407,3.13978
0.00019238,15.8061,3.15543
0.00019239,15.4933,3.15543
0.0001924,15.1804,3.14761
0.00019241,14.8676,3.15543
0.00019242,14.4766,3.17107
0.00019243,14.242,3.16325
0.00019244,13.7728,3.14761
0.00019245,13.46,3.13978
0.00019246,13.069,3.14761
0.00019247,12.7562,3.17107
0.00019248,12.287,3.17107
0.00019249,11.9742,3.15543
0.0001925,11.5832,3.16325
0.00019251,11.3486,3.17889
0.00019252,10.8012,3.18671
0.00019253,10.4884,3.18671
0.00019254,10.0974,3.17889
0.00019255,9.70635,3.17889
0.00019256,9.23715,3.18671
0.00019257,8.84614,3.18671
0.00019258,8.37693,3.18671
0.00019259,7.98592,3.18671
0.0001926,7.59492,3.19453
0.00019261,7.20391,3.20235
0.00019262,6.7347,3.20235
0.00019263,6.4219,3.20235
0.00019264,5.95269,3.18671
0.00019265,5.56168,3.19453
0.00019266,5.01427,3.18671
0.00019267,4.77967,3.18671
0.00019268,4.38866,3.18671
0.00019269,3.91945,3.18671
0.0001927,3.45024,3.18671
0.00019271,3.05924,3.18671
0.00019272,2.59003,3.18671
0.00019273,2.35543,3.18671
0.00019274,1.80802,3.19453
0.00019275,1.41701,3.19453
0.00019276,1.1042,3.18671
0.00019277,0.713196,3.18671
0.00019278,0.32219,3.19453
0.00019279,0.00938416,3.19453
0.0001928,-0.303421,3.20235
0.00019281,-0.616227,3.20235
0.00019282,-0.929032,3.20235
0.00019283,-1.24184,3.20235
0.00019284,-1.55464,3.20235
0.00019285,-1.86745,3.20235
0.00019286,-2.10205,3.20235
0.00019287,-2.33666,3.21017
0.00019288,-2.57126,3.21017
0.00019289,-2.88407,3.21017
0.0001929,-3.11867,3.21017
0.00019291,-3.27507,3.21017
0.00019292,-3.50968,3.21017
0.00019293,-3.74428,3.21017
0.00019294,-3.97889,3.21799
0.00019295,-4.13529,3.21017
0.00019296,-4.36989,3.21017
0.00019297,-4.6045,3.21799
0.00019298,-4.6045,3.21799
0.00019299,-4.7609,3.21799
0.000193,-4.8391,3.21799
0.00019301,-4.9173,3.21017
0.00019302,-5.0737,3.21799
0.00019303,-5.23011,3.22581
0.00019304,-5.30831,3.21799
0.00019305,-5.46471,3.21799
0.00019306,-5.46471,3.21799
0.00019307,-5.46471,3.22581
0.00019308,-5.54291,3.21799
0.00019309,-5.62111,3.21799
0.0001931,-5.62111,3.22581
0.00019311,-5.62111,3.22581
0.00019312,-5.62111,3.21799
0.00019313,-5.62111,3.22581
0.00019314,-5.62111,3.22581
0.00019315,-5.62111,3.21799
0.00019316,-5.62111,3.21799
0.00019317,-5.62111,3.21017
0.00019318,-5.54291,3.21799
0.00019319,-5.54291,3.21799
0.0001932,-5.54291,3.21799
0.00019321,-5.46471,3.21799
0.00019322,-5.46471,3.21017
0.00019323,-5.46471,3.22581
0.00019324,-5.30831,3.21799
0.00019325,-5.38651,3.21799
0.00019326,-5.30831,3.21799
0.00019327,-5.30831,3.21017
0.00019328,-5.23011,3.21017
0.00019329,-5.30831,3.21799
0.0001933,-5.30831,3.21799
0.00019331,-5.23011,3.21799
0.00019332,-5.30831,3.21799
0.00019333,-5.30831,3.21799
0.00019334,-5.30831,3.22581
0.00019335,-5.30831,3.21799
0.00019336,-5.38651,3.21799
0.00019337,-5.38651,3.23363
0.00019338,-5.38651,3.22581
0.00019339,-5.46471,3.21799
0.0001934,-5.54291,3.21799
0.00019341,-5.46471,3.21799
0.00019342,-5.62111,3.21799
0.00019343,-5.69932,3.22581
0.00019344,-5.85572,3.21799
0.00019345,-5.93392,3.22581
0.00019346,-6.01212,3.21799
0.00019347,-6.24673,3.23363
0.00019348,-6.48133,3.23363
0.00019349,-6.63773,3.21799
0.0001935,-6.71593,3.23363
0.00019351,-6.95054,3.21799
0.00019352,-7.10694,3.21799
0.00019353,-7.26334,3.22581
0.00019354,-7.49795,3.22581
0.00019355,-7.65435,3.22581
0.00019356,-7.88895,3.22581
0.00019357,-8.12356,3.22581
0.00019358,-8.27996,3.22581
0.00019359,-8.67097,3.22581
0.0001936,-8.90557,3.21799
0.00019361,-9.21838,3.22581
0.00019362,-9.45298,3.21799
0.00019363,-9.68759,3.22581
0.00019364,-10.0004,3.21799
0.00019365,-10.3914,3.21799
0.00019366,-10.7042,3.21799
0.00019367,-11.017,3.21017
0.00019368,-11.408,3.21017
0.00019369,-11.799,3.21017
0.0001937,-12.0336,3.21017
0.00019371,-12.4246,3.21017
0.00019372,-12.8156,3.20235
0.00019373,-13.1284,3.20235
0.00019374,-13.5195,3.21017
0.00019375,-13.8323,3.20235
0.00019376,-14.3015,3.20235
0.00019377,-14.6143,3.20235
0.00019378,-15.0053,3.20235
0.00019379,-15.3963,3.20235
0.0001938,-15.7873,3.20235
0.00019381,-16.1783,3.20235
0.00019382,-16.5693,3.20235
0.00019383,-17.1167,3.20235
0.00019384,-17.4295,3.19453
0.00019385,-17.8205,3.20235
0.00019386,-18.2115,3.19453
0.00019387,-18.6025,3.20235
0.00019388,-18.9153,3.20235
0.00019389,-19.3064,3.19453
0.0001939,-19.6974,3.19453
0.00019391,-20.0102,3.18671
0.00019392,-20.4012,3.18671
0.00019393,-20.714,3.19453
0.00019394,-21.0268,3.19453
0.00019395,-21.496,3.18671
0.00019396,-21.887,3.17889
0.00019397,-22.1216,3.19453
0.00019398,-22.5126,3.18671
0.00019399,-22.7472,3.18671
0.000194,-23.06,3.17889
0.00019401,-23.451,3.18671
0.00019402,-23.6856,3.18671
0.00019403,-24.0766,3.18671
0.00019404,-24.3112,3.17889
0.00019405,-24.5458,3.17889
0.00019406,-24.9369,3.17889
0.00019407,-25.1715,3.17889
0.00019408,-25.4843,3.17889
0.00019409,-25.7189,3.17889
0.0001941,-25.9535,3.17107
0.00019411,-26.2663,3.17107
0.00019412,-26.5791,3.17107
0.00019413,-26.8137,3.17107
0.00019414,-26.9701,3.17107
0.00019415,-27.2047,3.16325
0.00019416,-27.4393,3.16325
0.00019417,-27.5175,3.16325
0.00019418,-27.8303,3.15543
0.00019419,-27.9867,3.15543
0.0001942,-28.2213,3.14761
0.00019421,-28.2995,3.15543
0.00019422,-28.5341,3.15543
0.00019423,-28.6123,3.14761
0.00019424,-28.9251,3.13978
0.00019425,-29.0033,3.14761
0.00019426,-29.0815,3.13978
0.00019427,-29.1597,3.13978
0.00019428,-29.3943,3.13978
0.00019429,-29.4725,3.13978
0.0001943,-29.6289,3.12414
0.00019431,-29.7071,3.12414
0.00019432,-29.7071,3.13196
0.00019433,-29.7071,3.12414
0.00019434,-29.9417,3.13196
0.00019435,-30.0199,3.12414
0.00019436,-30.0981,3.11632
0.00019437,-30.0981,3.11632
0.00019438,-30.0981,3.12414
0.00019439,-30.2545,3.11632
0.0001944,-30.4109,3.11632
0.00019441,-30.4891,3.11632
0.00019442,-30.4109,3.11632
0.00019443,-30.5674,3.12414
0.00019444,-30.6456,3.1085
0.00019445,-30.6456,3.09286
0.00019446,-30.802,3.09286
0.00019447,-30.8802,3.09286
0.00019448,-30.802,3.08504
0.00019449,-30.9584,3.08504
0.0001945,-30.9584,3.08504
0.00019451,-31.0366,3.08504
0.00019452,-31.1148,3.07722
0.00019453,-31.193,3.07722
0.00019454,-31.3494,3.0694
0.00019455,-31.4276,3.06158
0.00019456,-31.5058,3.06158
0.00019457,-31.584,3.05376
0.00019458,-31.6622,3.06158
0.00019459,-31.6622,3.04594
0.0001946,-31.7404,3.04594
0.00019461,-31.8186,3.04594
0.00019462,-31.8968,3.04594
0.00019463,-31.975,3.03812
0.00019464,-31.975,3.0303
0.00019465,-32.1314,3.02248
0.00019466,-32.1314,3.02248
0.00019467,-32.2878,3.02248
0.00019468,-32.2878,3.02248
0.00019469,-32.366,3.01466
0.0001947,-32.4442,3.00684
0.00019471,-32.4442,2.99902
0.00019472,-32.6006,2.99902
0.00019473,-32.6788,2.9912
0.00019474,-32.757,2.98338
0.00019475,-32.9134,2.98338
0.00019476,-32.9134,2.98338
0.00019477,-32.9134,2.97556
0.00019478,-32.9916,2.97556
0.00019479,-33.0698,2.96774
0.0001948,-33.0698,2.95992
0.00019481,-33.0698,2.9521
0.00019482,-33.2262,2.9521
0.00019483,-33.2262,2.9521
0.00019484,-33.3044,2.93646
0.00019485,-33.3826,2.93646
0.00019486,-33.4608,2.92864
0.00019487,-33.3826,2.92864
0.00019488,-33.4608,2.92082
0.00019489,-33.3826,2.92082
0.0001949,-33.4608,2.90518
0.00019491,-33.4608,2.90518
0.00019492,-33.3826,2.89736
0.00019493,-33.3826,2.88172
0.00019494,-33.3044,2.88954
0.00019495,-33.3044,2.8739
0.00019496,-33.3044,2.86608
0.00019497,-33.3044,2.85826
0.00019498,-33.3044,2.85044
0.00019499,-33.148,2.84262
0.000195,-33.2262,2.8348
0.00019501,-33.2262,2.82698
0.00019502,-33.148,2.82698
0.00019503,-33.2262,2.81134
0.00019504,-33.2262,2.80352
0.00019505,-33.148,2.7957
0.00019506,-33.148,2.78006
0.00019507,-33.2262,2.78006
0.00019508,-33.148,2.76442
0.00019509,-33.2262,2.74878
0.0001951,-33.2262,2.74878
0.00019511,-33.2262,2.74096
0.00019512,-33.2262,2.73314
0.00019513,-33.2262,2.7175
0.00019514,-33.3044,2.7175
0.00019515,-33.3044,2.70186
0.00019516,-33.2262,2.69404
0.00019517,-33.2262,2.6784
0.00019518,-33.3044,2.67058
0.00019519,-33.148,2.66276
0.0001952,-33.2262,2.64712
0.00019521,-33.148,2.6393
0.00019522,-33.148,2.6393
0.00019523,-33.0698,2.62366
0.00019524,-33.148,2.61584
0.00019525,-33.148,2.59238
0.00019526,-33.148,2.57674
0.00019527,-33.148,2.57674
0.00019528,-33.148,2.56109
0.00019529,-33.148,2.55327
0.0001953,-33.0698,2.54545
0.00019531,-33.148,2.52981
0.00019532,-33.148,2.51417
0.00019533,-33.148,2.49071
0.00019534,-33.148,2.48289
0.00019535,-33.148,2.46725
0.00019536,-33.148,2.45943
0.00019537,-33.148,2.45943
0.00019538,-33.0698,2.43597
0.00019539,-33.0698,2.42815
0.0001954,-33.148,2.42033
0.00019541,-33.148,2.40469
0.00019542,-32.9916,2.38905
0.00019543,-32.9916,2.37341
0.00019544,-32.9916,2.35777
0.00019545,-32.9916,2.34995
0.00019546,-33.0698,2.33431
0.00019547,-32.9916,2.32649
0.00019548,-33.0698,2.31085
0.00019549,-32.9916,2.30303
0.0001955,-33.0698,2.29521
0.00019551,-32.9134,2.27175
0.00019552,-33.0698,2.26393
0.00019553,-32.9916,2.25611
0.00019554,-32.9134,2.23265
0.00019555,-33.0698,2.21701
0.00019556,-32.9916,2.20919
0.00019557,-33.0698,2.19355
0.00019558,-32.9916,2.18573
0.00019559,-33.0698,2.17009
0.0001956,-32.9916,2.15445
0.00019561,-33.0698,2.13881
0.00019562,-32.9916,2.12317
0.00019563,-32.9916,2.11535
0.00019564,-32.9916,2.09971
0.00019565,-32.9916,2.07625
0.00019566,-33.0698,2.06061
0.00019567,-32.9134,2.04497
0.00019568,-32.9916,2.02933
0.00019569,-32.9916,2.02933
0.0001957,-33.0698,2.00587
0.00019571,-32.9916,1.99804
0.00019572,-32.9916,1.9824
0.00019573,-32.9134,1.96676
0.00019574,-32.9916,1.95112
0.00019575,-33.0698,1.93548
0.00019576,-32.9134,1.92766
0.00019577,-32.9916,1.9042
0.00019578,-32.9916,1.89638
0.00019579,-33.0698,1.88074
0.0001958,-32.9916,1.87292
0.00019581,-32.9916,1.8651
0.00019582,-33.0698,1.84164
0.00019583,-33.0698,1.83382
0.00019584,-32.9916,1.81036
0.00019585,-32.9916,1.80254
0.00019586,-32.9916,1.79472
0.00019587,-32.9916,1.7869
0.00019588,-32.9916,1.77126
0.00019589,-32.9916,1.76344
0.0001959,-32.9916,1.7478
0.00019591,-32.9916,1.73216
0.00019592,-32.9134,1.71652
0.00019593,-32.9916,1.71652
0.00019594,-32.9916,1.70088
0.00019595,-33.0698,1.69306
0.00019596,-32.9916,1.67742
0.00019597,-33.148,1.6696
0.00019598,-32.9916,1.65396
0.00019599,-33.0698,1.64614
0.000196,-33.148,1.62268
0.00019601,-32.9916,1.61486
0.00019602,-33.0698,1.60704
0.00019603,-33.148,1.5914
0.00019604,-33.148,1.57576
0.00019605,-33.0698,1.56012
0.00019606,-33.0698,1.5523
0.00019607,-33.0698,1.54448
0.00019608,-33.148,1.53666
0.00019609,-33.0698,1.5132
0.0001961,-32.9916,1.50538
0.00019611,-33.148,1.50538
0.00019612,-33.0698,1.50538
0.00019613,-33.0698,1.49756
0.00019614,-33.0698,1.4741
0.00019615,-32.9916,1.46628
0.00019616,-32.9916,1.45846
0.00019617,-33.0698,1.45846
0.00019618,-33.0698,1.41935
0.00019619,-33.0698,1.40371
0.0001962,-33.148,1.39589
0.00019621,-33.148,1.39589
0.00019622,-33.148,1.38807
0.00019623,-33.0698,1.36461
0.00019624,-33.148,1.34115
0.00019625,-33.148,1.34115
0.00019626,-33.148,1.34115
0.00019627,-33.0698,1.33333
0.00019628,-33.0698,1.32551
0.00019629,-33.148,1.30987
0.0001963,-33.0698,1.30987
0.00019631,-33.0698,1.30205
0.00019632,-33.0698,1.29423
0.00019633,-33.148,1.28641
0.00019634,-33.0698,1.27859
0.00019635,-33.148,1.27859
0.00019636,-33.148,1.26295
0.00019637,-33.2262,1.25513
0.00019638,-33.148,1.24731
0.00019639,-33.148,1.24731
0.0001964,-33.148,1.23167
0.00019641,-33.2262,1.23167
0.00019642,-33.148,1.23167
0.00019643,-33.0698,1.21603
0.00019644,-33.148,1.20821
0.00019645,-33.2262,1.20039
0.00019646,-33.2262,1.20039
0.00019647,-33.148,1.18475
0.00019648,-33.148,1.18475
0.00019649,-33.148,1.17693
0.0001965,-33.148,1.16911
0.00019651,-33.2262,1.16911
0.00019652,-33.2262,1.16129
0.00019653,-33.148,1.15347
0.00019654,-33.148,1.14565
0.00019655,-33.148,1.14565
0.00019656,-33.148,1.13001
0.00019657,-33.2262,1.13783
0.00019658,-33.148,1.12219
0.00019659,-33.2262,1.12219
0.0001966,-33.2262,1.11437
0.00019661,-33.2262,1.10655
0.00019662,-33.3044,1.10655
0.00019663,-33.2262,1.09091
0.00019664,-33.3044,1.08309
0.00019665,-33.2262,1.09091
0.00019666,-33.3044,1.07527
0.00019667,-33.3044,1.07527
0.00019668,-33.3826,1.06745
0.00019669,-33.2262,1.05963
0.0001967,-33.3044,1.05181
0.00019671,-33.2262,1.05963
0.00019672,-33.3826,1.04399
0.00019673,-33.3044,1.04399
0.00019674,-33.3826,1.04399
0.00019675,-33.3826,1.02835
0.00019676,-33.3826,1.02835
0.00019677,-33.3044,1.02053
0.00019678,-33.3826,1.01271
0.00019679,-33.3044,1.01271
0.0001968,-33.3826,1.00489
0.00019681,-33.3826,1.01271
0.00019682,-33.3826,0.997067
0.00019683,-33.4608,1.00489
0.00019684,-33.4608,0.997067
0.00019685,-33.4608,0.997067
0.00019686,-33.4608,0.997067
0.00019687,-33.4608,0.997067
0.00019688,-33.4608,0.981427
0.00019689,-33.3826,0.989247
0.0001969,-33.4608,0.981427
0.00019691,-33.4608,0.989247
0.00019692,-33.4608,0.981427
0.00019693,-33.539,0.989247
0.00019694,-33.4608,0.981427
0.00019695,-33.4608,0.973607
0.00019696,-33.4608,0.973607
0.00019697,-33.4608,0.981427
0.00019698,-33.4608,0.965787
0.00019699,-33.3826,0.965787
0.000197,-33.4608,0.957967
0.00019701,-33.539,0.965787
0.00019702,-33.4608,0.957967
0.00019703,-33.4608,0.965787
0.00019704,-33.4608,0.950147
0.00019705,-33.4608,0.950147
0.00019706,-33.4608,0.942326
0.00019707,-33.3826,0.950147
0.00019708,-33.4608,0.942326
0.00019709,-33.4608,0.942326
0.0001971,-33.4608,0.950147
0.00019711,-33.539,0.950147
0.00019712,-33.539,0.934506
0.00019713,-33.539,0.942326
0.00019714,-33.539,0.934506
0.00019715,-33.539,0.934506
0.00019716,-33.539,0.926686
0.00019717,-33.539,0.934506
0.00019718,-33.539,0.934506
0.00019719,-33.539,0.934506
0.0001972,-33.539,0.926686
0.00019721,-33.539,0.934506
0.00019722,-33.6172,0.926686
0.00019723,-33.539,0.926686
0.00019724,-33.539,0.934506
0.00019725,-33.6172,0.926686
0.00019726,-33.539,0.926686
0.00019727,-33.539,0.934506
0.00019728,-33.539,0.934506
0.00019729,-33.6172,0.934506
0.0001973,-33.539,0.926686
0.00019731,-33.6172,0.934506
0.00019732,-33.539,0.918866
0.00019733,-33.6172,0.926686
0.00019734,-33.6172,0.918866
0.00019735,-33.6172,0.926686
0.00019736,-33.6172,0.926686
0.00019737,-33.6172,0.926686
0.00019738,-33.6172,0.926686
0.00019739,-33.6172,0.926686
0.0001974,-33.6172,0.918866
0.00019741,-33.6954,0.926686
0.00019742,-33.6172,0.918866
0.00019743,-33.6172,0.926686
0.00019744,-33.6172,0.918866
0.00019745,-33.6172,0.926686
0.00019746,-33.6172,0.934506
0.00019747,-33.539,0.926686
0.00019748,-33.539,0.926686
0.00019749,-33.4608,0.934506
0.0001975,-33.4608,0.926686
0.00019751,-33.4608,0.926686
0.00019752,-33.4608,0.926686
0.00019753,-33.3826,0.934506
0.00019754,-33.3826,0.934506
0.00019755,-33.3826,0.934506
0.00019756,-33.3826,0.942326
0.00019757,-33.3826,0.934506
0.00019758,-33.3826,0.934506
0.00019759,-33.3044,0.934506
0.0001976,-33.2262,0.934506
0.00019761,-33.148,0.942326
0.00019762,-33.148,0.934506
0.00019763,-33.2262,0.934506
0.00019764,-33.148,0.942326
0.00019765,-33.148,0.942326
0.00019766,-33.148,0.942326
0.00019767,-33.148,0.942326
0.00019768,-32.9916,0.942326
0.00019769,-32.9916,0.942326
0.0001977,-32.9916,0.950147
0.00019771,-32.9134,0.950147
0.00019772,-32.8352,0.950147
0.00019773,-32.8352,0.957967
0.00019774,-32.757,0.950147
0.00019775,-32.6788,0.950147
0.00019776,-32.6788,0.950147
0.00019777,-32.6006,0.957967
0.00019778,-32.6006,0.957967
0.00019779,-32.5224,0.965787
0.0001978,-32.5224,0.957967
0.00019781,-32.4442,0.965787
0.00019782,-32.2878,0.965787
0.00019783,-32.1314,0.965787
0.00019784,-32.2096,0.965787
0.00019785,-32.1314,0.973607
0.00019786,-32.1314,0.981427
0.00019787,-31.975,0.981427
0.00019788,-31.8186,0.981427
0.00019789,-31.8186,0.973607
0.0001979,-31.6622,0.981427
0.00019791,-31.7404,0.981427
0.00019792,-31.6622,0.981427
0.00019793,-31.5058,0.989247
0.00019794,-31.584,0.981427
0.00019795,-31.4276,0.989247
0.00019796,-31.2712,0.989247
0.00019797,-31.193,0.989247
